wy,wy,P,adjP,spring_rain,winter_P,winter_rain,snow_frac,total_swe,snowfall_t,springET,winterET,maxDeficit,minDeficit,octDeficit,aprDeficit
2001,2001,682.3884756501741,682.3884756501741,153.7997753541978,509.9942911010133,509.9942911010133,0.0,0.0,304.77803265959244,291.9362511656823,129.0706745414983,366.8324686154001,0.0,0.0,0.0
2002,2002,1020.1073787410339,1020.1073787410339,124.23792013325298,890.5170122037205,890.5170122037205,0.0,0.0,412.5227565432426,259.43327323593405,135.8611004041032,352.0698525329019,0.0,366.8324686154001,0.0
2003,2003,1195.8561263554113,1195.8561263554113,339.4904120913764,778.439090310784,778.439090310784,0.0,0.0,368.2949775353333,284.892844264843,141.08818153559216,295.62584042813063,199.49895593845025,352.0698525329019,0.0
2004,2004,895.9502390028533,400.3640321063016,81.02554639497599,804.7409020534477,309.154695156896,0.5531403255699934,495.5862068965517,760.863335302643,256.60116879079885,114.56642834939385,286.16660164051353,127.82105767558178,295.62584042813063,0.0
2005,2005,1399.6686657218265,629.9180438175933,326.1056640320585,1040.6163087687885,5.305963941202208,0.7396824478410852,1035.3103448275863,581.7512557298464,307.31500155424305,126.91656823127137,104.13981003208215,0.0,220.9471816152432,300.885229622067
2006,2006,1689.5654129916588,787.4964474744177,210.64378303679462,1379.703039097964,572.806487373826,0.5339059136633112,902.0689655172414,1242.0109042502995,295.90606154802606,137.38060304631648,254.56519312889458,130.71412001542927,98.502133742892,0.0
2007,2007,794.6615487254616,474.3512038978755,126.40658010687316,627.0303698180619,306.72002499047574,0.40307769432323004,320.31034482758616,426.4568457187262,282.01708423997513,138.9639166925707,256.94860351353225,227.3564596107436,254.56519312889458,0.0
2008,2008,813.6260196592083,202.82786895804873,59.1323572222069,749.8596822971715,73.68726850406802,0.8310604595417462,676.1724137931035,604.2809093218491,255.92476220080817,154.02516630400993,315.96904877321805,213.664446117327,235.93969187073208,90.11744215434618
2009,2009,1022.1384295516489,493.8475536333344,210.8178810934975,800.3923739102712,228.94409804820214,0.5590713149418806,571.4482758620691,344.54350086697315,312.3305066832453,148.72116879079888,303.6614112607541,230.46824030704596,308.29927732134456,0.0
2010,2010,1083.7034109964632,363.3822508529512,182.06334634835486,779.0687621061938,122.79290003722826,0.7110674369733684,770.5862068965519,625.2535425314582,276.723605843954,133.94949331675474,240.403590322502,33.9898614172386,230.46824030704596,281.1919315991022
2011,2011,1719.0145898754163,598.6910314403608,276.0736204858432,1429.7501737161763,184.06051854376278,0.7246533348287018,1245.6896551724135,998.8066825676437,257.50576313335404,122.81607709045696,145.637466682836,87.18630590170575,48.80901678043591,0.0
2012,2012,821.9928364634811,378.7127710632797,176.3677076306426,624.0216152947442,135.469891156813,0.5943503428081713,488.55172413793116,451.6070685255854,284.83717749456014,167.94016785825303,244.06046348546445,20.414462139170254,114.26851245135492,17.995730081258046
2013,2013,953.5766136164676,573.1407135313851,164.16582729691575,750.9797244202762,343.5659313168279,0.4272480965722506,407.41379310344826,439.9339492303177,303.6660615480261,142.23094808828102,253.98186928917875,190.900156754968,224.19734477958716,0.0
2014,2014,799.1576761191737,623.5025037053806,137.5464938326188,576.3960283664693,400.74085595267616,0.21980039441878388,175.65517241379314,305.7859479376205,292.3606465651228,163.29337892446378,231.32391563204905,172.46200140483865,250.1519253088007,0.0
2015,2015,714.820975454668,566.0968375236336,217.99342209680418,486.8821918470901,338.1580539160556,0.2080578816765096,148.72413793103448,159.22308969854416,320.8095741373951,179.58197078023005,285.3345995513416,212.63699360411854,231.32391563204905,0.0
2016,2016,1211.13690781523,450.37524683842474,149.9807152657838,1050.6794369286135,231.61047141137215,0.6762810713074214,819.0689655172414,544.8010061363923,304.0922598694436,139.17659931613306,214.8348639004604,0.0,234.5403854963903,0.0
2017,2017,2449.2816119846557,1004.4885085363802,253.7378146438824,2118.79164884572,673.9985453974441,0.5898844364726024,1444.7931034482758,1529.3931823121638,290.1872179048803,139.21943425551757,177.36021408231642,0.0,0.0,0.0
2018,2018,1101.9665134632774,683.6906513943119,189.67127015808842,911.586784453166,493.3109223842005,0.37957220746608866,418.2758620689655,183.5361610945323,352.1639291265154,150.40343176872864,349.5449264576777,293.8392767126167,177.36021408231642,0.0
2019,2019,1526.795189087502,360.44985194250444,199.8789882272078,1292.0267943955416,39.440587498990226,0.8225026594423628,1255.7931034482756,1104.5114252180824,320.6175069940939,120.29625116568232,246.03071149480942,160.06705917034193,345.7198925265921,104.21634417999064
2020,2020,755.7095397406088,281.71541286577343,153.69150901375863,593.0456493418116,103.04564934181161,0.6483972667173006,489.99999999999994,337.2464233170126,323.9043332297171,149.66483058750387,366.9942304503335,249.84459716759517,221.27087373505236,45.25889514398702
2021,2021,635.1022239203036,199.47914715754914,51.66016359638393,567.8124420873708,104.53658001840523,0.7294508578623717,463.2758620689655,90.32536449099418,0.0,64.43670500466273,182.06556164908315,141.47077710153187,354.5827203231871,54.373235482683185
