DateTime,B204
2000-10-01 00:00:00,0.0
2000-10-02 00:00:00,0.0
2000-10-03 00:00:00,0.0
2000-10-04 00:00:00,0.0
2000-10-05 00:00:00,0.0
2000-10-06 00:00:00,0.0
2000-10-07 00:00:00,0.0
2000-10-08 00:00:00,0.0
2000-10-09 00:00:00,0.0
2000-10-10 00:00:00,10.118590354919434
2000-10-11 00:00:00,9.135663032531738
2000-10-12 00:00:00,1.0678048133850098
2000-10-13 00:00:00,0.0
2000-10-14 00:00:00,0.0
2000-10-15 00:00:00,0.0
2000-10-16 00:00:00,0.0
2000-10-17 00:00:00,0.0
2000-10-18 00:00:00,0.0
2000-10-19 00:00:00,0.0
2000-10-20 00:00:00,0.0
2000-10-21 00:00:00,0.0
2000-10-22 00:00:00,0.0
2000-10-23 00:00:00,0.0
2000-10-24 00:00:00,0.0
2000-10-25 00:00:00,0.0
2000-10-26 00:00:00,8.59445571899414
2000-10-27 00:00:00,0.0
2000-10-28 00:00:00,0.0
2000-10-29 00:00:00,24.41433906555176
2000-10-30 00:00:00,1.0140950679779053
2000-10-31 00:00:00,0.0
2000-11-01 00:00:00,0.0
2000-11-02 00:00:00,0.0
2000-11-03 00:00:00,0.0
2000-11-04 00:00:00,0.0
2000-11-05 00:00:00,0.0
2000-11-06 00:00:00,0.0
2000-11-07 00:00:00,0.0
2000-11-08 00:00:00,0.0
2000-11-09 00:00:00,3.5372955799102783
2000-11-10 00:00:00,3.5372955799102783
2000-11-11 00:00:00,0.0
2000-11-12 00:00:00,0.0
2000-11-13 00:00:00,0.0
2000-11-14 00:00:00,15.400277137756348
2000-11-15 00:00:00,0.0
2000-11-16 00:00:00,0.0
2000-11-17 00:00:00,0.0
2000-11-18 00:00:00,0.0
2000-11-19 00:00:00,0.0
2000-11-20 00:00:00,0.0
2000-11-21 00:00:00,0.0
2000-11-22 00:00:00,0.0
2000-11-23 00:00:00,0.0
2000-11-24 00:00:00,0.0
2000-11-25 00:00:00,0.0
2000-11-26 00:00:00,0.0
